,{'max_depth': 5},{'max_depth': 7},{'max_depth': 9}
A1BG,0.0018915821051103637,0.0026391752835951215,0.003620783552124311
A1BG-AS1,0.0019476780894917525,0.0037072641888724555,0.004150473018807289
A1CF,0.0,0.0,0.0
A2M,0.014936816694246867,0.022984370981913162,0.02550301441464351
A2M-AS1,0.01872139291876182,0.020950816919483427,0.02241877129979126
A2ML1,0.0,0.0,0.0
A2MP1,0.004326325214679625,0.008139911418699554,0.007984486349008672
A3GALT2,0.001970302383673545,0.003668601097147714,0.004058422700014463
A4GALT,0.002075267068392244,0.0015683991611879884,0.0018102555644345475
A4GNT,0.0,0.0,0.0
AAAS,0.004859160589015334,0.007824626061142403,0.010679840274317747
AACS,0.0039369290878083826,0.004714749864311659,0.00533286803555189
AADAC,0.0,0.0,0.0
AADACL2-AS1,0.0,0.0,0.0
AADACL4,0.0,0.0,0.0
AADACP1,0.0,0.0,0.0
AADAT,0.0002651643131100537,0.0003260793491817955,0.00037967172203283564
AAGAB,0.012724441955145736,0.014367739570021671,0.01496470541753414
AAK1,0.014043104298977085,0.017260415629803696,0.017750915179698325
AAMDC,0.0031064274908430283,0.005294539446069705,0.00462425313945823
AAMP,0.016637091247644353,0.029783201614489264,0.03159091973736821
AANAT,0.002420329802948587,0.004896553629433224,0.005952223229815559
AAR2,0.00396761083837646,0.005191914863549648,0.006924028152609268
AARD,0.0,0.0,0.0001212303561374621
AARS2,0.0030165655546402813,0.004355396469392341,0.00463969392106984
AARSD1,0.004902094439440169,0.007486580130800374,0.007550100604076678
AASDH,0.0013156537570655985,0.002426617445641024,0.0037557657896351558
AASDHPPT,0.014106408242928232,0.016251150393351507,0.017012282580560457
AASS,0.0011168147640254864,0.0027366584609485223,0.0026867085948595517
AATBC,0.0029962449603368325,0.004852757432295032,0.00668503982195821
AATF,0.019341681573730733,0.028126644511738286,0.03264965874609988
AATK,0.008900424882105285,0.010453713339290412,0.012869642401402344
ABALON,0.007510429933220758,0.013901573475890945,0.01135347386552474
ABCA1,0.027043027929036016,0.029902746684322773,0.037617540544879556
ABCA11P,0.007156377027469125,0.007420677288583969,0.007433707513690458
ABCA13,0.00010226497117750473,0.0006235236205416083,0.0007742719741833039
ABCA17P,0.0,0.0,0.0
ABCA2,0.029737927176880615,0.03991566844828827,0.04123971168769914
ABCA3,0.0010109244748208518,0.0016792602799964368,0.001567389469757266
ABCA5,0.003375438813594991,0.005110403810771224,0.007847215062521128
ABCA6,0.00031255920279249093,0.000431869460459468,0.00047393609401500823
ABCA7,0.023981436915395303,0.02286787075699724,0.026865698389443592
ABCA8,0.0,0.0,0.0
ABCA9,0.0,0.0,0.0
ABCA9-AS1,0.0,0.0,0.0
ABCB1,0.010438712518544179,0.011868546824798556,0.013435191023437725
ABCB10,0.00412480996204373,0.008400458358644879,0.008852873710491276
ABCB11,0.0,0.0,0.0
ABCB4,0.007507962242455032,0.00758217698968128,0.009067811835832013
ABCB7,0.0136412318443054,0.01548706105675163,0.017052673384654507
ABCB8,0.12461144633732822,0.12716137351872797,0.12976172441451006
ABCB9,7.338686209234986e-05,0.00016461657711508301,0.00019945989677171182
ABCC1,0.010560543599291441,0.01386779092156845,0.010027160307091285
ABCC10,0.003497000788192741,0.005177397443257899,0.0070483366965193
ABCC11,0.00021539375383456205,0.0004799722421473835,0.0005477170855017831
ABCC13,0.0005711644882187888,0.0008924655358846796,0.0013648248264537632
ABCC2,0.00047061175907642055,0.0013769201316676102,0.002013247749292284
ABCC3,0.002755457319293951,0.00453047013424001,0.007801441922390593
ABCC4,0.0036000693302561575,0.005549299790583068,0.006713531480294513
ABCC5,0.006536423563154441,0.008980499444410327,0.009540904505547274
ABCC5-AS1,2.1899887306204082e-05,0.0001071764576586555,9.622578924003352e-05
ABCC6,0.00030382438018464143,0.0014351373243434629,0.0015397803795982484
ABCC9,0.0,0.0,0.0
ABCD1,0.05672687977179516,0.06500480312627736,0.06173250210649793
ABCD2,0.003149452382531517,0.003406952144451762,0.004659575949338415
ABCD3,0.0039883124890954,0.00664723967581943,0.007335225786571809
ABCD4,0.005340415549302651,0.008735952553055605,0.008588264666263721
ABCE1,0.004526912091341751,0.006258345773807723,0.005382949032753246
ABCF2,0.006040800876991519,0.005855843839677871,0.0088480989872198
ABCF3,0.007788741225225625,0.009381449082513031,0.015011336727782208
ABCG1,0.010245405185781285,0.013825315413773256,0.013778719730971067
ABCG2,0.0003445820080958321,0.0006051660430300585,0.000591963926140502
ABHD11,0.0017661341098267782,0.004086981161147288,0.005549357818156669
ABHD11-AS1,0.0013330141364101577,0.0016638025359118477,0.00233674113913553
ABHD12,0.014530292766637429,0.020557941521008743,0.02090180513258928
ABHD12B,0.00883972584789955,0.005525564630040911,0.006574870911502594
ABHD13,0.010574055984487678,0.0151113991605653,0.018988433386896982
ABHD14A,0.005451767390486995,0.008240135674166135,0.010718974704193099
ABHD14B,0.007432607177919031,0.012115210014171564,0.012482895099491124
ABHD15,0.003986434763207568,0.006570595518424031,0.007707036530567435
ABHD16A,0.013907473799371121,0.01613167506014946,0.0207505258979008
ABHD17A,0.18631423718326526,0.19589050825734622,0.20023749564680574
ABHD17B,0.004448947260691,0.005868221238973717,0.009452324985717185
ABHD17C,0.030886614064030565,0.030914571895012087,0.029560100927812253
ABHD2,0.011799315189880904,0.01352926321474498,0.01612935092642883
ABHD4,0.006064913282536983,0.009270515656752167,0.010204121195389581
ABHD5,0.00349848153991689,0.006366290271244154,0.005735763443839376
ABHD6,0.0061653512102318704,0.00913654077742049,0.011481388194957878
ABHD8,0.03375038524510305,0.042618867081073326,0.046371305763745096
ABI1,0.02445295435594531,0.023158888692736794,0.024230025607716983
ABI2,0.007258263031507477,0.006683641898568052,0.008751582592693508
ABI3,0.027435015173788033,0.02846295739362943,0.03036828934767909
ABI3BP,0.00017766526911195305,0.00020646875461767,0.00011159144585705035
ABL1,0.00735871974028779,0.01003685155038885,0.010722247002386515
ABL2,0.016642298203352876,0.014335398571965618,0.015221677556832307
ABLIM1,0.005998961107574487,0.007315965962098552,0.010453836444179365
ABLIM2,0.00011342757868246167,0.0,0.0
ABO,0.00024097119986780902,0.0005521230318245714,0.00097013818967316
ABR,0.024660427597864056,0.027896701782182832,0.028158817130352495
ABRA,0.0,1.5889016103737352e-05,1.9421873606504126e-05
ABRACL,0.00594743025459295,0.009737294029159564,0.007446798010966871
ABT1,0.0254074821227633,0.02980766578963428,0.0284070781726695
ABTB2,0.009246240452413422,0.010964151909255362,0.010700341388038796
ACAA1,0.06832944496109203,0.07716493556920224,0.07605093305131178
ACAA2,0.01334566996298116,0.014463095833350082,0.01628283755226435
ACACB,0.004776263192203107,0.006274292742891224,0.00665959395638306
ACAD10,0.005126781598179963,0.00965426803174481,0.01032821556711823
ACAD11,0.00629256807632598,0.010285040590095836,0.010203132734108748
ACAD8,0.010707704783937651,0.013531669549100605,0.01325218537365148
ACADM,0.013531526607542097,0.01708800248786644,0.020083237475393974
ACADS,0.012225627920574592,0.01768287507529398,0.013180811176909108
ACADSB,0.0027263050753258355,0.005115474626663004,0.0070462325590117305
ACAP1,0.05616144423158449,0.057408010679103116,0.06266569188655889
ACAP3,0.019679257211713125,0.029570612010633955,0.026574693295668184
ACAT1,0.0038227996061763097,0.00598455106226881,0.006391015127917537
ACAT2,0.00951894513179418,0.01333914361443423,0.015519504893313331
ACBD3-AS1,0.014560010670531233,0.01626111701482976,0.017992234335702316
ACBD4,0.04505277665277145,0.046847256057667375,0.04971078379880365
ACBD5,0.01223608097475544,0.015670685988449683,0.019190415732000046
ACBD6,0.0076181772499582965,0.009313618434192338,0.009562947748678618
ACBD7,0.0,8.829570349388293e-05,0.00010795084476245203
ACCSL,0.0,0.0,0.0
ACD,0.006413838413869539,0.00967717773801101,0.009824469288320231
ACE,0.0018214749808822567,0.0035830210301395038,0.0034760514079601977
ACE2,0.0,0.0,0.0
ACER2,0.0018300290451888,0.003180364512776858,0.0038324322000913343
ACER3,0.014993662189385151,0.01891659927427071,0.020393888408351525
ACHE,0.0003323584297374283,0.00041381184299878985,0.0006066835759648852
ACIN1,0.027309066361517184,0.029789966483996313,0.031921830638663745
