,{'max_depth': 5},{'max_depth': 7},{'max_depth': 9}
artificial.1,4.0067393596256385e-05,0.0002495271383511063,0.0002809081945787555
artificial.2,0.00015297438297187503,0.0006469407063603562,0.0007135353867330273
artificial.3,0.0003301977474203728,0.0009003651000418197,0.0015340913132909067
artificial.4,3.9817375467147006e-05,0.00013112519659710714,0.0006129784671282304
artificial.5,0.00044790873328270556,0.001630482312272191,0.0023596777722627443
artificial.6,0.0007845465813688166,0.0007160948913719215,0.0012280559532433794
artificial.7,0.0003699761760295515,0.000773170906945088,0.0010418965752665029
artificial.8,0.00022070396829732353,0.001005304350867274,0.0016379800131874542
artificial.9,0.0002253604378189203,0.0005202224304617695,0.0009839767397059917
artificial.10,0.0,3.4025686570425844e-05,0.00024598170533692807
artificial.11,1.1780195646860037e-05,5.0223985552317176e-05,0.00019226830608004943
artificial.12,0.0,0.0,0.0
artificial.13,0.0,0.0,0.0
artificial.14,0.0002922273770589986,0.0010138957801828427,0.001243708740851552
artificial.15,1.4752249011724576e-05,6.64014138612069e-05,2.4265613835682576e-05
artificial.16,5.34427149829299e-05,0.0005178526850701043,0.0005883859797493093
artificial.17,0.00027469635057989666,0.0008642877341101261,0.0009480651676805282
artificial.18,0.00011790686859841729,0.00024876671348440007,0.00030335767172125135
artificial.19,0.00021196139303096824,0.0006622143052532372,0.0009842519725158372
artificial.20,0.0007957338046569928,0.0011964281843899458,0.0013382856955638234
artificial.21,0.0001615045948749766,0.00085984461564033,0.0008256646528680149
artificial.22,0.0,9.215406048341371e-05,0.00011494136347424174
artificial.23,0.0005238878871330597,0.0005480232979619198,0.0008332566704676254
artificial.24,0.0,0.0,0.0
artificial.25,0.0003803716267626055,0.0009344738732314944,0.001127260198137959
artificial.26,0.0,0.0,0.0
artificial.27,0.0002556956991251741,0.0004091738312519062,0.0006346522904742999
artificial.28,0.0004461590803846499,0.0008342758240863562,0.0008101633567052737
artificial.29,0.0,0.0,0.0
artificial.30,0.0,0.0,0.0
artificial.31,0.0004935099001129891,0.0008788977360308676,0.0014385643410906904
artificial.32,0.0,0.00020531643240871914,0.00023607900742331363
artificial.33,0.0001423961030091375,1.3858825654818382e-05,0.0001253892473419838
artificial.34,0.0003855637029505843,0.0005096986238133116,0.0006395785412846981
artificial.35,0.0,0.0,0.0
artificial.36,0.0006367042979370663,0.0008462037890888351,0.0015862183534535348
artificial.37,2.3638717734471458e-05,0.0001262736540715513,0.00012707094959642364
artificial.38,0.0,0.0,0.0
artificial.39,0.0004058039278655487,0.0007162153150364923,0.00040944975225462555
artificial.40,0.0,0.0,0.0
artificial.41,0.0,0.0,0.0
artificial.42,0.00036759296534517557,0.0006532144745196951,0.0009662451270956172
artificial.43,0.0003341734321373703,0.0011122479283467135,0.0013341427336673794
artificial.44,0.00028333131096232116,0.0012877907490762225,0.0014435675225083675
artificial.45,0.00013710095616393378,0.0009406185666420999,0.0008251835878575163
artificial.46,0.0,0.0,0.0
artificial.47,0.0,3.9486765963381326e-05,3.5872945578303307e-06
artificial.48,0.0003023075426033451,0.0007679264261222521,0.0008378647446217915
artificial.49,0.0,0.0,0.0
artificial.50,0.0,1.204480374403684e-05,1.6679762526161812e-05
artificial.51,0.00023773979243847394,0.00045577433956227065,0.0004568836933744924
artificial.52,0.0004232308363997574,0.0008001626040628499,0.0012258359237026543
artificial.53,0.00017432614079919,0.0011743865543458886,0.00101096842361619
artificial.54,0.000468803372053656,0.000873198097600912,0.00150871736212503
artificial.55,0.0,3.158380456312038e-05,5.0008339473943015e-05
artificial.56,0.0,0.0,3.7559859381969624e-06
artificial.57,0.00035939353869032716,0.0008788899633120832,0.0013665220890222813
artificial.58,0.0,0.0,0.0
artificial.59,0.0,0.0,0.0
artificial.60,0.0,2.6426873072711702e-05,0.00012409921882405937
artificial.61,0.00015006947692103214,0.00038292371483745596,0.0003667290392053123
artificial.62,0.00034703385173485903,0.0006592139184730051,0.0006554432226343998
artificial.63,0.000566207670784002,0.0007860574327478143,0.0013691944784487936
artificial.64,0.00030364521549963464,0.0009394381652220063,0.0018836058339293728
artificial.65,0.0003470514351179222,0.000837555103047194,0.0011225432585127606
artificial.66,0.00020257844257027047,0.00013196678959358126,0.0002214592873291574
artificial.67,0.0001873644327526657,0.0006569707472778177,0.0009751928627188805
artificial.68,0.0001464998921723293,0.00023762360947731303,0.00024959429335220945
artificial.69,0.00033990706967344743,0.000577952534153758,0.0006882918213465619
artificial.70,0.0001976813462425158,0.0008016435677826008,0.0009609399117242469
artificial.71,8.076246579852138e-06,2.1400362055219394e-05,3.979711181370579e-06
artificial.72,0.00018386531553748984,0.0008671878409698598,0.0016009065495415772
artificial.73,0.0004920918210089912,0.0008901177329273564,0.001597540600475153
artificial.74,0.0007133458841661257,0.0012063101484150183,0.0016264686705026864
artificial.75,0.00040987852841233073,0.0009020834357242503,0.0011337621052758783
artificial.76,0.0,0.00012829607893035698,0.0001851588352158447
artificial.77,0.0,0.0,0.0
artificial.78,4.6555304642546226e-05,0.00015599656497393733,0.00016825834241983369
artificial.79,8.12326669549169e-05,7.225867738729033e-05,0.00011739866061046245
artificial.80,0.0,0.0,0.0
artificial.81,0.00044334072818812744,0.000641972860771603,0.0015434799999452303
